CaseID,TransactionID,TransactionDate,AccountID,RecipientAccountID,TransactionAmount,Location,BPS_RegionCode,IsFraud,FraudType,AnalystStatus,RecommendedDecision_Seed,ReviewPriority_Seed,SLAHours_Seed,EscalationTeam_Seed,ThreatIntelFlagInt,FraudScore_Probability_Seed,RuleRiskLevel,Split
CASE-001546,TX001546,2024-11-04 8:11:05,AC00163,REC-0256,388.77,Solo,3372,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2491,medium,validation
CASE-001547,TX001547,2024-11-04 8:09:18,AC00123,REC-0275,100.38,Palangka Raya,6271,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2105,medium,train
CASE-001548,TX001548,2024-11-04 8:08:41,AC00054,REC-0009,137.23,Jakarta Utara,3175,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1549,low,train
CASE-001549,TX001549,2024-11-04 8:08:54,AC00172,REC-0264,870.3,Pekanbaru,1471,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1088,low,train
CASE-001550,TX001550,2024-11-04 8:08:35,AC00176,REC-0295,458.94,Jakarta Timur,3172,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1849,low,train
CASE-001551,TX001551,2024-11-04 8:11:19,AC00093,REC-0124,327.35,Banjarmasin,6371,0,None,Cleared,approve,P3,24,Transaction Monitoring,0,0.4958,high,train
CASE-001552,TX001552,2024-11-04 8:08:06,AC00310,REC-0074,757.15,Mataram,5271,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1569,low,train
CASE-001553,TX001553,2024-11-04 8:11:10,AC00127,REC-0150,5.64,Malang,3573,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0805,low,train
CASE-001554,TX001554,2024-11-04 8:11:07,AC00286,REC-0220,47.23,Banjarmasin,6371,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0859,low,train
CASE-001555,TX001555,2024-11-04 8:07:19,AC00497,REC-0001,239.41,Medan,1275,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,1,0.2206,medium,train
CASE-001556,TX001556,2024-11-04 8:12:21,AC00475,REC-0181,7.48,Surakarta,3372,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1593,low,train
CASE-001557,TX001557,2024-11-04 8:07:51,AC00470,REC-0124,170.97,Manado,7171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1568,low,train
CASE-001558,TX001558,2024-11-04 8:07:46,AC00245,REC-RING003,262.43,Tangerang Selatan,3674,1,Account Takeover (ATO),Closed-Confirmed Fraud,block_and_freeze,P2,8,ATO Response,1,0.7943,critical,validation
CASE-001559,TX001559,2024-11-04 8:06:24,AC00480,REC-0044,659.15,Malang,3573,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2752,medium,train
CASE-001560,TX001560,2024-11-04 8:06:33,AC00011,REC-0269,31.53,Samarinda,6472,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.3314,medium,test
CASE-001561,TX001561,2024-11-04 8:07:36,AC00362,REC-0185,111.66,Medan,1275,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1652,low,train
CASE-001562,TX001562,2024-11-04 8:12:10,AC00015,REC-0035,250.01,Samarinda,6472,0,None,Cleared,approve,P3,24,Transaction Monitoring,1,0.4185,medium,train
CASE-001563,TX001563,2024-11-04 8:12:11,AC00112,REC-0270,554.15,Mataram,5271,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0746,low,train
CASE-001564,TX001564,2024-11-04 8:11:41,AC00057,REC-0279,598.66,Palu,7271,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0663,low,train
CASE-001565,TX001565,2024-11-04 8:08:56,AC00393,REC-0260,28.38,Jayapura,9471,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2315,medium,train
CASE-001566,TX001566,2024-11-04 8:09:51,AC00233,REC-0260,16.8,Tangerang Selatan,3674,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1591,low,test
CASE-001567,TX001567,2024-11-04 8:06:45,AC00466,REC-0284,896.79,Tangerang,3603,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2259,medium,train
CASE-001568,TX001568,2024-11-04 8:08:35,AC00453,REC-0011,159.0,Balikpapan,6471,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1791,low,test
CASE-001569,TX001569,2024-11-04 8:08:12,AC00203,REC-0200,56.31,Jakarta Utara,3175,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1932,low,test
CASE-001570,TX001570,2024-11-04 8:09:52,AC00228,REC-0241,203.99,Ambon,8171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1353,low,train
CASE-001571,TX001571,2024-11-04 8:10:00,AC00131,REC-0023,50.99,Jakarta Timur,3172,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2556,medium,train
CASE-001572,TX001572,2024-11-04 8:06:44,AC00247,REC-0199,101.28,Jakarta Pusat,3171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0895,low,train
CASE-001573,TX001573,2024-11-04 8:08:59,AC00425,REC-0192,299.92,Palembang,1671,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1835,low,validation
CASE-001574,TX002527,2024-11-04 8:10:22,AC00123,REC-0130,77.54,Jakarta Selatan,3174,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.3347,medium,test
CASE-001575,TX001575,2024-11-04 8:10:06,AC00139,REC-0009,18.35,Manado,7171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1387,low,train
CASE-001576,TX001576,2024-11-04 8:12:14,AC00379,REC-0183,732.53,Pekanbaru,1471,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2634,medium,validation
CASE-001577,TX001577,2024-11-04 8:08:55,AC00059,REC-0035,65.11,Manado,7171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0957,low,train
CASE-001578,TX001578,2024-11-04 8:10:33,AC00233,REC-0177,67.07,Denpasar,5171,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.5207,high,train
CASE-001579,TX001579,2024-11-04 8:08:46,AC00007,REC-0124,137.48,Palangka Raya,6271,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1196,low,train
CASE-001580,TX001580,2024-11-04 8:09:08,AC00028,REC-0054,398.36,Kendari,7471,0,None,Cleared,approve,P4,72,Transaction Monitoring,1,0.2636,medium,train
CASE-001581,TX001581,2024-11-04 8:09:58,AC00428,REC-0298,469.46,Kupang,5371,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.0447,low,train
CASE-001582,TX001582,2024-11-04 8:12:14,AC00242,REC-0171,37.58,Depok,3276,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1712,low,train
CASE-001583,TX001583,2024-11-04 8:09:07,AC00447,REC-0069,160.24,Bekasi,3275,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,0,0.3088,medium,train
CASE-001584,TX001584,2024-11-04 8:08:08,AC00081,REC-0023,315.39,Kupang,5371,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1574,low,train
CASE-001585,TX001585,2024-11-04 8:09:50,AC00358,REC-0181,434.17,Banda Aceh,1171,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,0,0.412,medium,test
CASE-001586,TX001586,2024-11-04 8:09:22,AC00254,REC-0280,165.91,Solo,3372,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1345,low,train
CASE-001587,TX001587,2024-11-04 8:11:24,AC00241,REC-0174,211.36,Pontianak,6171,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.4364,high,test
CASE-001588,TX001588,2024-11-04 8:08:42,AC00140,REC-0090,241.45,Semarang,3374,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1986,low,test
CASE-001589,TX001589,2024-11-04 8:10:55,AC00132,REC-0238,23.24,Depok,3276,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0704,low,test
CASE-001590,TX001590,2024-11-04 8:06:26,AC00035,REC-0246,70.88,Surabaya,3578,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.4036,medium,train
CASE-001591,TX001591,2024-11-04 8:10:41,AC00172,REC-RING003,1143.67,Banda Aceh,1171,1,Account Takeover (ATO),Investigating,hold_for_review,P2,8,ATO Response,1,0.5403,high,train
CASE-001592,TX001592,2024-11-04 8:06:44,AC00016,REC-0033,314.52,Banjarmasin,6371,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0598,low,test
CASE-001593,TX001593,2024-11-04 8:09:04,AC00382,REC-0235,181.81,Bogor,3271,0,None,Cleared,approve,P3,24,Transaction Monitoring,1,0.3307,medium,validation
CASE-001594,TX001594,2024-11-04 8:08:54,AC00413,REC-0019,854.64,Yogyakarta,3471,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1568,low,test
CASE-001595,TX001595,2024-11-04 8:09:48,AC00297,REC-0151,261.19,Bengkulu,1771,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1844,low,train
CASE-001596,TX001596,2024-11-04 8:07:05,AC00207,REC-0104,220.68,Mataram,5271,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1063,low,test
CASE-001597,TX001597,2024-11-04 8:08:52,AC00411,REC-0023,11.86,Jayapura,9471,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.263,medium,train
CASE-001598,TX001598,2024-11-04 8:06:57,AC00105,REC-0103,122.65,Kendari,7471,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.101,low,validation
CASE-001599,TX001599,2024-11-04 8:11:15,AC00002,REC-0022,395.16,Batam,2171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2944,medium,train
CASE-001600,TX001600,2024-11-04 8:10:51,AC00410,REC-0162,704.69,Balikpapan,6471,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1483,low,train
CASE-001601,TX001601,2024-11-04 8:11:27,AC00492,REC-0159,369.89,Surakarta,3372,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.2536,medium,train
CASE-001602,TX001602,2024-11-04 8:08:28,AC00095,REC-0264,10.92,Solo,3372,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.2033,low,test
CASE-001603,TX001603,2024-11-04 8:10:52,AC00058,REC-0204,199.14,Palangka Raya,6271,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.2866,medium,train
CASE-001604,TX001604,2024-11-04 8:09:49,AC00405,REC-0279,109.43,Palembang,1671,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1395,low,train
CASE-001605,TX002528,2024-11-04 8:10:17,AC00258,REC-0243,304.15,Banda Aceh,1171,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1672,low,train
CASE-001606,TX001606,2024-11-04 8:07:26,AC00257,REC-0130,620.54,Surabaya,3578,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,0,0.489,high,test
CASE-001607,TX001607,2024-11-04 8:08:27,AC00317,REC-0019,757.79,Palu,7271,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1877,low,test
CASE-001608,TX001608,2024-11-04 8:09:37,AC00409,REC-0098,122.81,Pekanbaru,1471,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,0,0.4599,high,train
CASE-001609,TX001609,2024-11-04 8:06:36,AC00337,REC-0147,96.25,Jakarta Utara,3175,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1696,low,validation
CASE-001610,TX001610,2024-11-04 8:09:18,AC00273,REC-0183,1431.33,Palu,7271,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2054,low,validation
CASE-001611,TX001611,2024-11-04 8:07:26,AC00056,REC-0025,142.55,Samarinda,6472,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1022,low,validation
CASE-001612,TX001612,2024-11-04 8:09:24,AC00259,REC-0170,35.94,Jakarta Utara,3175,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2487,medium,test
CASE-001613,TX001613,2024-11-04 8:12:04,AC00102,REC-0140,24.86,Solo,3372,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1739,low,train
CASE-001614,TX001614,2024-11-04 8:10:18,AC00165,REC-0064,103.08,Pontianak,6171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.097,low,test
CASE-001615,TX001615,2024-11-04 8:11:49,AC00455,REC-0189,116.27,Semarang,3374,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.158,low,test
CASE-001616,TX001616,2024-11-04 8:09:37,AC00030,REC-0224,363.84,Kendari,7471,0,None,Cleared,approve,P3,24,Transaction Monitoring,0,0.4283,medium,train
CASE-001617,TX001617,2024-11-04 8:12:14,AC00114,REC-0205,34.74,Semarang,3374,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2479,low,validation
CASE-001618,TX001618,2024-11-04 8:12:14,AC00331,REC-0226,64.01,Ambon,8171,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.4506,high,validation
CASE-001619,TX002529,2024-11-04 8:10:18,AC00305,REC-0198,108.75,Jakarta Utara,3175,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,0,0.4231,medium,train
CASE-001620,TX001620,2024-11-04 8:06:36,AC00015,REC-0174,50.9,Solo,3372,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.156,low,train
CASE-001621,TX001621,2024-11-04 8:10:50,AC00270,REC-0096,206.84,Ambon,8171,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.4294,medium,train
CASE-001622,TX001622,2024-11-04 8:12:08,AC00063,REC-0255,37.4,Mataram,5271,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.3362,medium,train
CASE-001623,TX001623,2024-11-04 8:10:33,AC00087,REC-0255,154.21,Padang,1371,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.434,medium,test
CASE-001624,TX001624,2024-11-04 8:08:44,AC00130,REC-0189,199.37,Jakarta Pusat,3171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2844,medium,train
CASE-001625,TX001625,2024-11-04 8:10:38,AC00324,REC-0266,410.49,Banda Aceh,1171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0998,low,train
CASE-001626,TX001626,2024-11-04 8:11:58,AC00220,REC-0137,1360.01,Jakarta Selatan,3174,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,0,0.3233,medium,test
CASE-001627,TX001627,2024-11-04 8:11:20,AC00257,REC-0043,18.23,Manado,7171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1164,low,validation
CASE-001628,TX001628,2024-11-04 8:09:04,AC00141,REC-0218,398.7,Bandar Lampung,1871,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1348,low,train
CASE-001629,TX001629,2024-11-04 8:08:04,AC00422,REC-0041,122.14,Surabaya,3578,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1844,low,train
CASE-001630,TX001630,2024-11-04 8:11:02,AC00334,REC-0221,378.2,Semarang,3374,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2019,low,train
CASE-001631,TX001631,2024-11-04 8:08:17,AC00175,REC-0093,124.74,Denpasar,5171,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.0645,low,validation
CASE-001632,TX001632,2024-11-04 8:11:05,AC00380,REC-0280,17.1,Bandar Lampung,1871,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0742,low,train
CASE-001633,TX001633,2024-11-04 8:10:59,AC00118,REC-0151,287.05,Batam,2171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1786,low,train
CASE-001634,TX001634,2024-11-04 8:08:17,AC00196,REC-0165,874.72,Pontianak,6171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1746,low,test
CASE-001635,TX001635,2024-11-04 8:10:42,AC00358,REC-RING006,1762.28,Banjarmasin,6371,1,Identity Theft,Closed-Confirmed Fraud,block_and_freeze,P2,8,KYC Compliance,0,0.7021,high,train
CASE-001636,TX001636,2024-11-04 8:10:40,AC00465,REC-0152,40.12,Tangerang,3603,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2821,medium,test
CASE-001637,TX001637,2024-11-04 8:11:36,AC00126,REC-0157,125.0,Depok,3276,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1309,low,train
CASE-001638,TX001638,2024-11-04 8:09:55,AC00041,REC-0229,348.44,Makassar,7371,0,None,Cleared,approve,P3,24,Transaction Monitoring,1,0.4393,medium,train
CASE-001639,TX001639,2024-11-04 8:11:44,AC00403,REC-0219,128.4,Jakarta Barat,3173,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0952,low,validation
CASE-001640,TX001640,2024-11-04 8:10:27,AC00155,REC-0086,320.93,Banda Aceh,1171,0,None,Cleared,approve,P3,24,Transaction Monitoring,1,0.4099,medium,train
CASE-001641,TX001641,2024-11-04 8:12:04,AC00261,REC-0228,1.41,Jayapura,9471,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0582,low,validation
CASE-001642,TX001642,2024-11-04 8:06:58,AC00480,REC-0180,50.52,Denpasar,5171,0,None,Cleared,approve,P3,24,Transaction Monitoring,1,0.3476,medium,test
CASE-001643,TX001643,2024-11-04 8:07:55,AC00291,REC-0229,383.95,Tangerang Selatan,3674,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1146,low,train
CASE-001644,TX001644,2024-11-04 8:10:32,AC00154,REC-0022,12.94,Jakarta Utara,3175,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1112,low,train
CASE-001645,TX001645,2024-11-04 8:09:57,AC00106,REC-0181,329.75,Jayapura,9471,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0577,low,train
CASE-001646,TX001646,2024-11-04 8:06:45,AC00378,REC-0223,981.76,Batam,2171,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,0,0.3763,medium,train
CASE-001647,TX001647,2024-11-04 8:11:29,AC00303,REC-0141,40.79,Batam,2171,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.492,high,validation
CASE-001648,TX001648,2024-11-04 8:07:33,AC00004,REC-0030,99.25,Jakarta Selatan,3174,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1242,low,train
CASE-001649,TX001649,2024-11-04 8:07:30,AC00157,REC-0039,150.6,Padang,1371,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1705,low,train
CASE-001650,TX001650,2024-11-04 8:09:30,AC00434,REC-0208,29.5,Surakarta,3372,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2376,medium,train
CASE-001651,TX001651,2024-11-04 8:11:47,AC00438,REC-0187,54.34,Bandar Lampung,1871,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1623,low,train
CASE-001652,TX001652,2024-11-04 8:08:43,AC00279,REC-0263,18.25,Samarinda,6472,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2068,low,train
CASE-001653,TX001653,2024-11-04 8:09:58,AC00458,REC-0082,633.87,Samarinda,6472,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,0,0.3884,medium,train
CASE-001654,TX001654,2024-11-04 8:09:07,AC00166,REC-0016,81.15,Padang,1371,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1654,low,train
CASE-001655,TX001655,2024-11-04 8:06:37,AC00129,REC-0074,83.95,Kupang,5371,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1691,low,train
CASE-001656,TX001656,2024-11-04 8:09:34,AC00292,REC-0225,410.4,Bandung,3273,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0558,low,train
CASE-001657,TX001657,2024-11-04 8:07:49,AC00185,REC-0018,172.68,Makassar,7371,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1047,low,validation
CASE-001658,TX001658,2024-11-04 8:07:25,AC00498,REC-0065,139.88,Tangerang Selatan,3674,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.131,low,test
CASE-001659,TX001659,2024-11-04 8:08:55,AC00171,REC-0035,165.55,Tangerang,3603,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.3538,medium,validation
CASE-001660,TX001660,2024-11-04 8:07:47,AC00456,REC-0121,53.79,Ambon,8171,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,0,0.3382,medium,train
CASE-001661,TX001661,2024-11-04 8:07:59,AC00459,REC-0188,285.69,Padang,1371,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1547,low,train
CASE-001662,TX001662,2024-11-04 8:09:47,AC00090,REC-0186,532.4,Solo,3372,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1475,low,train
CASE-001663,TX001663,2024-11-04 8:09:31,AC00289,REC-0197,293.85,Palu,7271,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.0924,low,train
CASE-001664,TX001664,2024-11-04 8:08:30,AC00063,REC-0291,27.94,Banda Aceh,1171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.14,low,train
CASE-001665,TX001665,2024-11-04 8:07:51,AC00394,REC-0017,270.36,Bengkulu,1771,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2848,medium,test
CASE-001666,TX001666,2024-11-04 8:07:58,AC00241,REC-0079,112.66,Ambon,8171,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,0,0.3976,medium,validation
CASE-001667,TX001667,2024-11-04 8:09:26,AC00296,REC-0231,506.03,Jakarta Timur,3172,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,0,0.3406,medium,validation
CASE-001668,TX001668,2024-11-04 8:07:36,AC00495,REC-0190,206.95,Palangka Raya,6271,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.175,low,train
CASE-001669,TX001669,2024-11-04 8:08:03,AC00368,REC-0191,350.96,Jakarta Barat,3173,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.102,low,train
CASE-001670,TX001670,2024-11-04 8:09:33,AC00017,REC-0228,261.63,Jakarta Pusat,3171,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1575,low,train
CASE-001671,TX001671,2024-11-04 8:08:32,AC00458,REC-0040,46.12,Jakarta Utara,3175,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.4928,high,train
CASE-001672,TX001672,2024-11-04 8:09:28,AC00335,REC-0294,27.25,Samarinda,6472,0,None,Cleared,approve,P4,72,Transaction Monitoring,1,0.295,medium,train
CASE-001673,TX001673,2024-11-04 8:08:50,AC00344,REC-0071,1353.93,Sorong,9271,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.2984,medium,test
CASE-001674,TX001674,2024-11-04 8:08:23,AC00002,REC-0272,331.66,Balikpapan,6471,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1863,low,train
CASE-001675,TX001675,2024-11-04 8:08:19,AC00285,REC-0188,667.95,Bengkulu,1771,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.1693,low,train
CASE-001676,TX001676,2024-11-04 8:07:16,AC00091,REC-0204,49.84,Jakarta Pusat,3171,0,None,Cleared,approve,P3,24,Transaction Monitoring,1,0.4546,high,train
CASE-001677,TX001677,2024-11-04 8:07:38,AC00399,REC-0161,556.04,Palembang,1671,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.2797,medium,train
CASE-001678,TX001678,2024-11-04 8:09:03,AC00133,REC-0143,88.06,Mataram,5271,0,None,Auto-Approved,approve,P4,72,Transaction Monitoring,0,0.2641,medium,train
CASE-001679,TX001679,2024-11-04 8:09:03,AC00322,REC-0128,745.95,Banjarmasin,6371,0,None,Auto-Approved,approve,P3,24,Transaction Monitoring,1,0.3168,medium,test
CASE-001680,TX001680,2024-11-04 8:11:37,AC00247,REC-0059,67.25,Padang,1371,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.248,medium,train
CASE-001681,TX001681,2024-11-04 8:09:57,AC00332,REC-0014,93.63,Kupang,5371,0,None,Cleared,approve,P4,72,Transaction Monitoring,0,0.1375,low,train
