TransactionID,FraudScore_Probability_Seed,PredictedRiskLevel_Seed,IsFraud,TopFeature1,TopFeature1Value,TopFeature1Contribution_Seed,TopReason1_ID,TopFeature2,TopFeature2Value,TopFeature2Contribution_Seed,TopReason2_ID,TopFeature3,TopFeature3Value,TopFeature3Contribution_Seed,TopReason3_ID
TX001217,0.4497,high,0,ThreatIntel_Flag,True,0.2,IP atau device ada di threat intelligence,RecipientUniqueSendersTotal,11,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,6.0,0.08,Device dipakai oleh banyak akun
TX001218,0.0388,low,0,RecipientUniqueSendersTotal,9,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX001219,0.4251,high,0,AmountToBalanceRatio,1.7008,0.22,Nominal mendekati saldo akun,RecipientUniqueSendersTotal,7,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,6.0,0.08,Device dipakai oleh banyak akun
TX002525,0.4481,medium,0,ThreatIntel_Flag,True,0.2,IP atau device ada di threat intelligence,RecipientUniqueSendersTotal,8,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,9.0,0.08,Device dipakai oleh banyak akun
TX001221,0.2539,medium,0,RecipientUniqueSendersTotal,11,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,5,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX001222,0.2873,medium,0,RecipientUniqueSendersTotal,11,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,6,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX001223,0.4653,high,0,TransactionDuration,12.0,0.16,Durasi transaksi sangat cepat,RecipientUniqueSendersTotal,11,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,7.0,0.08,Device dipakai oleh banyak akun
TX001224,0.1946,low,0,RecipientUniqueSendersTotal,8,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,5,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX001225,0.0725,low,0,RecipientUniqueSendersTotal,8,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX001226,0.1081,low,0,RecipientUniqueSendersTotal,8,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX001227,0.2732,medium,0,RecipientUniqueSendersTotal,11,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,6,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX001228,0.0806,low,0,RecipientUniqueSendersTotal,9,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX001229,0.189,low,0,RecipientUniqueSendersTotal,11,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX001230,0.1892,low,0,RecipientUniqueSendersTotal,9,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,5,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX001231,0.3213,medium,0,ThreatIntel_Flag,True,0.2,IP atau device ada di threat intelligence,RecipientUniqueSendersTotal,5,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan
TX001232,0.0669,low,0,RecipientUniqueSendersTotal,6,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX001233,0.3054,medium,0,TransactionDuration,17.0,0.16,Durasi transaksi sangat cepat,RecipientUniqueSendersTotal,14,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,7.0,0.08,Device dipakai oleh banyak akun
TX001234,0.4572,high,0,AmountToBalanceRatio,1.5431,0.22,Nominal mendekati saldo akun,RecipientUniqueSendersTotal,11,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan
TX001235,0.1832,low,0,RecipientUniqueSendersTotal,7,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,6,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX001236,0.0752,low,0,RecipientUniqueSendersTotal,8,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX001237,0.1757,low,0,RecipientUniqueSendersTotal,9,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,8,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX001238,0.2693,medium,0,RecipientUniqueSendersTotal,13,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,6,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX001239,0.4705,high,0,AmountToBalanceRatio,2.7141,0.22,Nominal mendekati saldo akun,RecipientUniqueSendersTotal,9,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,7.0,0.08,Device dipakai oleh banyak akun
TX001240,0.2938,medium,0,RecipientUniqueSendersTotal,10,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,5,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX001241,0.2069,low,0,RecipientUniqueSendersTotal,10,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX001242,0.35,medium,0,TransactionDuration,12.0,0.16,Durasi transaksi sangat cepat,RecipientUniqueSendersTotal,7,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,5.0,0.08,Device dipakai oleh banyak akun
TX001243,0.2971,medium,0,AmountToBalanceRatio,0.7571,0.22,Nominal mendekati saldo akun,RecipientUniqueSendersTotal,8,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan
TX001244,0.2417,medium,0,TransactionDuration,20.0,0.16,Durasi transaksi sangat cepat,RecipientUniqueSendersTotal,8,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,8.0,0.08,Device dipakai oleh banyak akun
TX001245,0.5211,high,0,ThreatIntel_Flag,True,0.2,IP atau device ada di threat intelligence,RecipientUniqueSendersTotal,10,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,5.0,0.08,Device dipakai oleh banyak akun
TX001246,0.1767,low,0,RecipientUniqueSendersTotal,12,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX001247,0.1647,low,0,RecipientUniqueSendersTotal,8,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,6,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX001248,0.4898,medium,1,AmountToBalanceRatio,1.1105,0.22,Nominal mendekati saldo akun,TransactionAmountZScore,4.6457,0.12,Nominal transaksi outlier,,,0.0,Tidak ada faktor tambahan
TX001249,0.4107,medium,0,ThreatIntel_Flag,True,0.2,IP atau device ada di threat intelligence,RecipientUniqueSendersTotal,9,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,7.0,0.08,Device dipakai oleh banyak akun
TX001250,0.456,high,0,ThreatIntel_Flag,True,0.2,IP atau device ada di threat intelligence,RecipientUniqueSendersTotal,15,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,5.0,0.08,Device dipakai oleh banyak akun
TX001251,0.1992,low,0,RecipientUniqueSendersTotal,11,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX001252,0.3729,medium,0,TransactionDuration,27.0,0.16,Durasi transaksi sangat cepat,RecipientUniqueSendersTotal,12,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,7.0,0.08,Device dipakai oleh banyak akun
TX001253,0.3951,medium,0,ThreatIntel_Flag,True,0.2,IP atau device ada di threat intelligence,RecipientUniqueSendersTotal,6,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,5.0,0.08,Device dipakai oleh banyak akun
TX001254,0.1025,low,0,RecipientUniqueSendersTotal,8,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX001255,0.4769,high,0,LoginAttempts,4.0,0.192,Banyak percobaan login,TransactionDuration,27.0,0.16,Durasi transaksi sangat cepat,RecipientUniqueSendersTotal,12.0,0.12,Rekening penerima terhubung banyak pengirim
TX001256,0.5193,high,0,AmountToBalanceRatio,2.0067,0.22,Nominal mendekati saldo akun,RecipientUniqueSendersTotal,11,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,7.0,0.08,Device dipakai oleh banyak akun
TX001257,0.1944,low,0,RecipientUniqueSendersTotal,11,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX001258,0.174,low,0,RecipientUniqueSendersTotal,7,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,7,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX001259,0.4185,medium,0,AmountToBalanceRatio,5.113,0.22,Nominal mendekati saldo akun,RecipientUniqueSendersTotal,7,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan
TX001260,0.2429,medium,0,RecipientUniqueSendersTotal,13,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,5,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX001261,0.2,low,0,RecipientUniqueSendersTotal,12,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX001262,0.2574,medium,0,RecipientUniqueSendersTotal,12,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,5,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX001263,0.1149,low,0,RecipientUniqueSendersTotal,7,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX001264,0.0838,low,0,RecipientUniqueSendersTotal,8,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX001265,0.0938,low,0,RecipientUniqueSendersTotal,6,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX001266,0.3321,medium,0,ThreatIntel_Flag,True,0.2,IP atau device ada di threat intelligence,RecipientUniqueSendersTotal,9,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan
TX001267,0.1541,low,0,RecipientUniqueSendersTotal,10,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX001268,0.2716,medium,0,RecipientUniqueSendersTotal,11,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,5,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX001269,0.4713,high,0,AmountToBalanceRatio,1.1397,0.22,Nominal mendekati saldo akun,RecipientUniqueSendersTotal,9,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,5.0,0.08,Device dipakai oleh banyak akun
TX001270,0.3498,medium,0,TransactionDuration,24.0,0.16,Durasi transaksi sangat cepat,RecipientUniqueSendersTotal,10,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,6.0,0.08,Device dipakai oleh banyak akun
TX001271,0.1334,low,0,RecipientUniqueSendersTotal,8,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX001272,0.1312,low,0,RecipientUniqueSendersTotal,8,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX001273,0.0856,low,0,RecipientUniqueSendersTotal,7,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX001274,0.7043,high,1,AmountToBalanceRatio,2.9404,0.22,Nominal mendekati saldo akun,TransactionAmountZScore,3.2287,0.12,Nominal transaksi outlier,RecipientUniqueSendersTotal,8.0,0.12,Rekening penerima terhubung banyak pengirim
TX001275,0.2794,medium,0,TransactionAmountZScore,2.9664,0.12,Nominal transaksi outlier,RecipientUniqueSendersTotal,13,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan
TX001276,0.1756,low,0,RecipientUniqueSendersTotal,6,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,6,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX001277,0.08,low,0,RecipientUniqueSendersTotal,9,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX001278,0.5355,high,0,ThreatIntel_Flag,True,0.2,IP atau device ada di threat intelligence,RecipientUniqueSendersTotal,10,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,5.0,0.08,Device dipakai oleh banyak akun
TX001279,0.3841,medium,0,AmountToBalanceRatio,1.1725,0.22,Nominal mendekati saldo akun,RecipientUniqueSendersTotal,6,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan
TX001280,0.1695,low,0,RecipientUniqueSendersTotal,8,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,5,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX001281,0.4448,medium,0,ThreatIntel_Flag,True,0.2,IP atau device ada di threat intelligence,RecipientUniqueSendersTotal,8,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,5.0,0.08,Device dipakai oleh banyak akun
TX001282,0.5607,high,1,AmountToBalanceRatio,1.2316,0.22,Nominal mendekati saldo akun,TransactionAmountZScore,3.7855,0.12,Nominal transaksi outlier,RecipientUniqueSendersTotal,5.0,0.12,Rekening penerima terhubung banyak pengirim
TX001283,0.0446,low,0,RecipientUniqueSendersTotal,8,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX001284,0.8749,critical,1,LoginAttempts,5.0,0.24,Banyak percobaan login,ThreatIntel_Flag,True,0.2,IP atau device ada di threat intelligence,RecipientUniqueSendersTotal,8.0,0.12,Rekening penerima terhubung banyak pengirim
TX002526,0.3765,medium,0,TransactionDuration,15.0,0.16,Durasi transaksi sangat cepat,RecipientUniqueSendersTotal,9,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,6.0,0.08,Device dipakai oleh banyak akun
TX001286,0.3413,medium,0,ThreatIntel_Flag,True,0.2,IP atau device ada di threat intelligence,RecipientUniqueSendersTotal,8,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan
TX001287,0.3018,medium,0,ThreatIntel_Flag,True,0.2,IP atau device ada di threat intelligence,RecipientUniqueSendersTotal,8,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan
TX001288,0.3744,medium,0,TransactionDuration,15.0,0.16,Durasi transaksi sangat cepat,RecipientUniqueSendersTotal,8,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,5.0,0.08,Device dipakai oleh banyak akun
TX001289,0.3851,medium,0,ThreatIntel_Flag,True,0.2,IP atau device ada di threat intelligence,RecipientUniqueSendersTotal,6,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan
TX001290,0.7556,high,1,AmountToBalanceRatio,1.9141,0.22,Nominal mendekati saldo akun,ThreatIntel_Flag,True,0.2,IP atau device ada di threat intelligence,RecipientUniqueSendersTotal,8.0,0.12,Rekening penerima terhubung banyak pengirim
TX001291,0.0992,low,0,RecipientUniqueSendersTotal,8,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX001292,0.164,low,0,RecipientUniqueSendersTotal,11,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX001293,0.4051,medium,0,ThreatIntel_Flag,True,0.2,IP atau device ada di threat intelligence,RecipientUniqueSendersTotal,5,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,7.0,0.08,Device dipakai oleh banyak akun
TX001294,0.1218,low,0,RecipientUniqueSendersTotal,10,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX001295,0.1014,low,0,RecipientUniqueSendersTotal,8,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX001296,0.1961,low,0,RecipientUniqueSendersTotal,12,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX001297,0.0556,low,0,RecipientUniqueSendersTotal,9,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX001298,0.1585,low,0,RecipientUniqueSendersTotal,6,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,5,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX001299,0.1461,low,0,TransactionDuration,25.0,0.16,Durasi transaksi sangat cepat,RecipientUniqueSendersTotal,9,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan
TX001300,0.2309,medium,0,TransactionDuration,19.0,0.16,Durasi transaksi sangat cepat,RecipientUniqueSendersTotal,10,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan
TX001301,0.0963,low,0,RecipientUniqueSendersTotal,7,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX001302,0.2429,medium,0,TransactionAmountZScore,2.7452,0.12,Nominal transaksi outlier,RecipientUniqueSendersTotal,9,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,5.0,0.08,Device dipakai oleh banyak akun
TX001303,0.2704,medium,0,RecipientUniqueSendersTotal,13,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,5,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX001304,0.1938,low,0,RecipientUniqueSendersTotal,10,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX001305,0.0887,low,0,RecipientUniqueSendersTotal,7,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX001306,0.033,low,0,RecipientUniqueSendersTotal,8,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX001307,0.3901,medium,0,ThreatIntel_Flag,True,0.2,IP atau device ada di threat intelligence,RecipientUniqueSendersTotal,5,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,6.0,0.08,Device dipakai oleh banyak akun
TX001308,0.2058,low,0,RecipientUniqueSendersTotal,10,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX001309,0.1856,medium,0,RecipientUniqueSendersTotal,14,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,6,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX001310,0.0063,low,0,RuleRiskScore,0.0,-0.1,Pola transaksi relatif normal,ThreatIntel_Flag,False,-0.08,Tidak ada threat intelligence,LoginAttempts,2.0,-0.06,Percobaan login rendah
TX001311,0.2255,medium,0,RecipientUniqueSendersTotal,11,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,5,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX001312,0.1951,low,0,RecipientUniqueSendersTotal,11,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX001313,0.4781,high,0,ThreatIntel_Flag,True,0.2,IP atau device ada di threat intelligence,RecipientUniqueSendersTotal,13,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,27.0,0.08,Device dipakai oleh banyak akun
TX001314,0.4251,medium,0,ThreatIntel_Flag,True,0.2,IP atau device ada di threat intelligence,RecipientUniqueSendersTotal,11,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan
TX001315,0.4291,medium,0,ThreatIntel_Flag,True,0.2,IP atau device ada di threat intelligence,RecipientUniqueSendersTotal,11,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan
TX001316,0.1409,low,0,RecipientUniqueSendersTotal,9,0.12,Rekening penerima terhubung banyak pengirim,,,0.0,Tidak ada faktor tambahan,,,0.0,Tidak ada faktor tambahan
TX001317,0.2499,medium,0,RecipientUniqueSendersTotal,12,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,9,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX001318,0.2644,medium,0,RecipientUniqueSendersTotal,10,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,6,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
TX001319,0.2179,medium,0,RecipientUniqueSendersTotal,11,0.12,Rekening penerima terhubung banyak pengirim,DeviceUniqueAccountsTotal,5,0.08,Device dipakai oleh banyak akun,,,0.0,Tidak ada faktor tambahan
